full_address,council_area,property_type,development_zone_base,land_size_group,suburb,property_count,lot_size
"140 PASCOE VALE ROAD, MOONEE PONDS",MOONEE VALLEY,UNIT,Commercial 1 Zone,small_area,MOONEE PONDS,1,Small
"14 TOWER COURT, ARMADALE",STONNINGTON,HOUSE,General Residential Zone,small_area,ARMADALE,1,Small
"14 WALLACE AVENUE, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,1,Small
"14 WARBURTON STREET, BRUNSWICK",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK,1,Small
"14 VIZARD STREET, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,1,Small
"14 WATT STREET, SPRINGVALE",GREATER DANDENONG,HOUSE,Residential Growth Zone,small_area,SPRINGVALE,1,Small
"14 WEBSTER STREET, MALVERN EAST",STONNINGTON,UNIT,General Residential Zone,small_area,MALVERN EAST,1,Small
"14 WEST STREET, WEST FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,WEST FOOTSCRAY,1,Small
"14 VAN NESS AVENUE, GLEN IRIS",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,GLEN IRIS,1,Small
"14 WESTS ROAD, MARIBYRNONG",MARIBYRNONG,UNIT,Mixed Use Zone,large_area,MARIBYRNONG,1,Small
"14 WILKINSON STREET, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,1,Small
"14 WILLIAMS ROAD, PARK ORCHARDS",MANNINGHAM,HOUSE,Low Density Residential Zone,large_area,PARK ORCHARDS,1,Small
"14 WILSON STREET, BRAYBROOK",MARIBYRNONG,UNIT,General Residential Zone,small_area,BRAYBROOK,1,Small
"14 WIMBLEDON AVENUE, ELWOOD",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,ELWOOD,1,Small
"14 WINIFRED STREET, ESSENDON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON,1,Small
"14 WISHART STREET, KEW",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,KEW,1,Small
"14 WOOLACOTT STREET, COBURG",MERRI-BEK,UNIT,General Residential Zone,small_area,COBURG,1,Small
"14 VAIL STREET, PRAHRAN",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,PRAHRAN,1,Small
"14 YOUNG STREET, ASHBURTON",BOROONDARA,HOUSE,Neighbourhood Residential Zone,small_area,ASHBURTON,1,Small
"14 YUNGERA STREET, FAWKNER",MERRI-BEK,UNIT,General Residential Zone,small_area,FAWKNER,1,Small
"140 CHURCH ROAD, DONCASTER",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER,1,Small
"14 UNION STREET, TEMPLESTOWE LOWER",MANNINGHAM,UNIT,General Residential Zone,small_area,TEMPLESTOWE LOWER,1,Small
"14 TYNE STREET, CARLTON",MELBOURNE,HOUSE,General Residential Zone,large_area,CARLTON,1,Small
"140 FINCH STREET, MALVERN EAST",STONNINGTON,UNIT,General Residential Zone,small_area,MALVERN EAST,1,Small
"140 KENEALLY STREET, DANDENONG",GREATER DANDENONG,UNIT,Comprehensive Development Zone,small_area,DANDENONG,1,Small
"14 TARENE STREET, DANDENONG",GREATER DANDENONG,HOUSE,General Residential Zone,small_area,DANDENONG,1,Small
"1421 HEATHERTON ROAD, DANDENONG NORTH",GREATER DANDENONG,HOUSE,General Residential Zone,small_area,DANDENONG NORTH,1,Small
"14 ROWELL AVENUE, CAMBERWELL",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,CAMBERWELL,1,Small
"14 SPRING ROAD, SPRINGVALE SOUTH",GREATER DANDENONG,HOUSE,General Residential Zone,small_area,SPRINGVALE SOUTH,1,Small
"1441 DANDENONG ROAD, MALVERN EAST",STONNINGTON,UNIT,Residential Growth Zone,small_area,MALVERN EAST,1,Small
"145 BARROW STREET, COBURG",MERRI-BEK,UNIT,General Residential Zone,small_area,COBURG,1,Small
"145 BELFORD ROAD, KEW EAST",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,KEW EAST,1,Small
"145 COOPER STREET, ESSENDON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON,1,Small
"145 ELIZABETH STREET, COBURG NORTH",MERRI-BEK,UNIT,General Residential Zone,small_area,COBURG NORTH,1,Small
"14 ST ANTHONYS PLACE, KEW",BOROONDARA,UNIT,General Residential Zone,small_area,KEW,1,Small
"145 FORDHAM AVENUE, CAMBERWELL",BOROONDARA,UNIT,General Residential Zone,small_area,CAMBERWELL,1,Small
"14 ST ANDRIES STREET, CAMBERWELL",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,CAMBERWELL,1,Small
"145 NAPIER STREET, SOUTH MELBOURNE",PORT PHILLIP,HOUSE,Neighbourhood Residential Zone,small_area,SOUTH MELBOURNE,1,Small
"145 NOBLE STREET, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,1,Small
"145 POWER STREET, HAWTHORN",BOROONDARA,UNIT,General Residential Zone,small_area,HAWTHORN,1,Small
"145 PROSPECT HILL ROAD, CANTERBURY",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,CANTERBURY,1,Small
"14 SYDENHAM STREET, MOONEE PONDS",MOONEE VALLEY,HOUSE,Activity Centre Zone,small_area,MOONEE PONDS,1,Small
"14 SEVERN STREET, BALWYN NORTH",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,BALWYN NORTH,1,Small
"145 WILLOW BEND, DONCASTER",MANNINGHAM,UNIT,General Residential Zone,medium_area,DONCASTER,1,Small
"145 WILTSHIRE DRIVE, KEW",BOROONDARA,UNIT,General Residential Zone,large_area,KEW,1,Small
"14 SCHOOL COURT, OAK PARK",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,OAK PARK,1,Small
"14 SAMARIA STREET, DANDENONG NORTH",GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,small_area,DANDENONG NORTH,1,Small
"1458 HEATHERTON ROAD, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,1,Small
"14 RUTHERGLEN STREET, NOBLE PARK",GREATER DANDENONG,HOUSE,General Residential Zone,small_area,NOBLE PARK,1,Small
"146 BLYTH STREET, BRUNSWICK EAST",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK EAST,1,Small
"146 BUCKLEY STREET, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,1,Small
"146 GLENLYON ROAD, BRUNSWICK",MERRI-BEK,UNIT,General Residential Zone,small_area,BRUNSWICK,1,Small
"146 HILTON STREET, GLENROY",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,GLENROY,1,Small
"144 RUPERT STREET, WEST FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,WEST FOOTSCRAY,1,Small
"144 ROSS STREET, PORT MELBOURNE",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,PORT MELBOURNE,1,Small
"14 ST MUIR DRIVE, WARRANDYTE",MANNINGHAM,HOUSE,Low Density Residential Zone,large_area,WARRANDYTE,1,Small
"144 OGILVIE STREET, ESSENDON",MOONEE VALLEY,HOUSE,General Residential Zone,small_area,ESSENDON,1,Small
"143 BARROW STREET, COBURG",MERRI-BEK,UNIT,General Residential Zone,small_area,COBURG,1,Small
"143 BUCKLEY STREET, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,1,Small
"14 SUNRISE CRESCENT, TEMPLESTOWE LOWER",MANNINGHAM,UNIT,General Residential Zone,small_area,TEMPLESTOWE LOWER,1,Small
"143 GLEN HUNTLY ROAD, ELWOOD",PORT PHILLIP,UNIT,General Residential Zone,small_area,ELWOOD,1,Small
"143 HIGH STREET, DONCASTER",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER,1,Small
"143 HOPE STREET, BRUNSWICK WEST",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,BRUNSWICK WEST,1,Small
"143 LOONGANA AVENUE, GLENROY",MERRI-BEK,HOUSE,Neighbourhood Residential Zone,small_area,GLENROY,1,Small
"143 MILITARY ROAD, AVONDALE HEIGHTS",MOONEE VALLEY,UNIT,Commercial 1 Zone,small_area,AVONDALE HEIGHTS,1,Small
"143 MITCHELL STREET, MAIDSTONE",MARIBYRNONG,UNIT,General Residential Zone,small_area,MAIDSTONE,1,Small
"143 NOBLE STREET, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,1,Small
"143 RAE STREET, FITZROY NORTH",YARRA,UNIT,Neighbourhood Residential Zone,small_area,FITZROY NORTH,1,Small
"143 WILLSMERE ROAD, KEW",BOROONDARA,HOUSE,Neighbourhood Residential Zone,small_area,KEW,1,Small
"143 WILTSHIRE DRIVE, KEW",BOROONDARA,UNIT,General Residential Zone,large_area,KEW,1,Small
"14 SUFFOLK ROAD, SURREY HILLS",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,SURREY HILLS,1,Small
"144 ATHOL STREET, MOONEE PONDS",MOONEE VALLEY,UNIT,General Residential Zone,small_area,MOONEE PONDS,1,Small
"144 CHURCHILL AVENUE, BRAYBROOK",MARIBYRNONG,UNIT,General Residential Zone,small_area,BRAYBROOK,1,Small
"14 STEWART STREET, PASCOE VALE",MERRI-BEK,UNIT,General Residential Zone,small_area,PASCOE VALE,1,Small
"144 HILTON STREET, GLENROY",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,GLENROY,1,Small
"144 KENEALLY STREET, DANDENONG",GREATER DANDENONG,UNIT,Comprehensive Development Zone,small_area,DANDENONG,1,Small
"144 MCFEES ROAD, DANDENONG NORTH",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG NORTH,1,Small
"144 MILLEARA ROAD, KEILOR EAST",MOONEE VALLEY,UNIT,General Residential Zone,small_area,KEILOR EAST,1,Small
"14 STANLEY STREET, DANDENONG",GREATER DANDENONG,HOUSE,Residential Growth Zone,small_area,DANDENONG,1,Small
"144 NICHOLSON STREET, FITZROY",YARRA,UNIT,Neighbourhood Residential Zone,small_area,FITZROY,1,Small
"15 HATFIELD STREET, BALWYN NORTH",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,BALWYN NORTH,1,Small
"15 HENNESSY AVENUE, ELWOOD",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,ELWOOD,1,Small
"157 WILTSHIRE DRIVE, KEW",BOROONDARA,HOUSE,General Residential Zone,large_area,KEW,1,Small
"14 MELL STREET, TOORAK",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,TOORAK,1,Small
"14 MOTHERWELL STREET, SOUTH YARRA",STONNINGTON,UNIT,General Residential Zone,small_area,SOUTH YARRA,1,Small
"150 KILBY ROAD, KEW EAST",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,KEW EAST,1,Small
"150 MIDDLE STREET, HADFIELD",MERRI-BEK,UNIT,Commercial 1 Zone,medium_area,HADFIELD,1,Small
"150 WELLS STREET, SOUTH MELBOURNE",PORT PHILLIP,UNIT,Mixed Use Zone,large_area,SOUTH MELBOURNE,1,Small
"150 WILTSHIRE DRIVE, KEW",BOROONDARA,UNIT,General Residential Zone,large_area,KEW,1,Small
"14 MORELLO CIRCLE, DONCASTER EAST",MANNINGHAM,HOUSE,Residential Growth Zone,small_area,DONCASTER EAST,1,Small
"1508 HEATHERTON ROAD, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,1,Small
"151 BOUNDARY ROAD, PASCOE VALE",MERRI-BEK,HOUSE,Neighbourhood Residential Zone,small_area,PASCOE VALE,1,Small
"14 MERRI STREET, BRUNSWICK",MERRI-BEK,UNIT,Commercial 1 Zone,large_area,BRUNSWICK,1,Small
"14 MEREDITH STREET, MALVERN",STONNINGTON,UNIT,General Residential Zone,small_area,MALVERN,1,Small
"14 MELROSE STREET, NORTH MELBOURNE",MELBOURNE,UNIT,General Residential Zone,small_area,NORTH MELBOURNE,1,Small
"14 MCMAHONS ROAD, COBURG NORTH",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,COBURG NORTH,1,Small
"152 WILTSHIRE DRIVE, KEW",BOROONDARA,UNIT,General Residential Zone,large_area,KEW,1,Small
"151 PROSPECT HILL ROAD, CANTERBURY",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,CANTERBURY,1,Small
"151 RAE STREET, FITZROY NORTH",YARRA,HOUSE,Neighbourhood Residential Zone,small_area,FITZROY NORTH,1,Small
"151 WILTSHIRE DRIVE, KEW",BOROONDARA,UNIT,General Residential Zone,large_area,KEW,1,Small
"14 MARY STREET, KEW",BOROONDARA,UNIT,General Residential Zone,small_area,KEW,1,Small
"152 BURNLEY STREET, RICHMOND",YARRA,UNIT,Mixed Use Zone,small_area,RICHMOND,1,Small
"152 CORRIGAN ROAD, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,1,Small
"152 DAVID STREET, DANDENONG",GREATER DANDENONG,HOUSE,General Residential Zone,small_area,DANDENONG,1,Small
"152 DOVER STREET, CREMORNE",YARRA,UNIT,Comprehensive Development Zone,medium_area,CREMORNE,1,Small
"152 INGLES STREET, PORT MELBOURNE",PORT PHILLIP,UNIT,Capital City Zone,small_area,PORT MELBOURNE,1,Small
"152 KENT STREET, RICHMOND",YARRA,UNIT,Neighbourhood Residential Zone,small_area,RICHMOND,1,Small
"14 MARWOOD WALK, KEYSBOROUGH",GREATER DANDENONG,UNIT,General Residential Zone,small_area,KEYSBOROUGH,1,Small
"150 HYDE STREET, YARRAVILLE",MARIBYRNONG,UNIT,General Residential Zone,medium_area,YARRAVILLE,1,Small
"14 MOUNTAIN GROVE, KEW",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,KEW,1,Small
"14 MOUNTFIELD AVENUE, MALVERN EAST",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,MALVERN EAST,1,Small
"150 DONALD STREET, BRUNSWICK EAST",MERRI-BEK,HOUSE,General Residential Zone,small_area,BRUNSWICK EAST,1,Small
"15 UNION ROAD, SURREY HILLS",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,SURREY HILLS,1,Small
"15 VALENCIA STREET, GLENROY",MERRI-BEK,UNIT,General Residential Zone,small_area,GLENROY,1,Small
"15 VERNON STREET, GLEN IRIS",BOROONDARA,HOUSE,Neighbourhood Residential Zone,small_area,GLEN IRIS,1,Small
"15 VOLTA STREET, NOBLE PARK",GREATER DANDENONG,HOUSE,General Residential Zone,small_area,NOBLE PARK,1,Small
"15 WAIORA PARADE, WEST FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,WEST FOOTSCRAY,1,Small
"15 WATTLE STREET, SPRINGVALE",GREATER DANDENONG,UNIT,General Residential Zone,small_area,SPRINGVALE,1,Small
"15 WATTLETREE ROAD, ARMADALE",STONNINGTON,UNIT,Residential Growth Zone,small_area,ARMADALE,1,Small
"15 WILTSHIRE DRIVE, KEW",BOROONDARA,UNIT,General Residential Zone,large_area,KEW,1,Small
"15 WIMBLEDON AVENUE, ELWOOD",PORT PHILLIP,UNIT,Neighbourhood Residential Zone,small_area,ELWOOD,1,Small
"14 NEWMANS ROAD, TEMPLESTOWE",MANNINGHAM,UNIT,General Residential Zone,small_area,TEMPLESTOWE,1,Small
"15 WOLSELEY STREET, COBURG",MERRI-BEK,UNIT,General Residential Zone,small_area,COBURG,1,Small
"15 WRENDALE DRIVE, DONVALE",MANNINGHAM,UNIT,General Residential Zone,small_area,DONVALE,1,Small
"14 NEWMAN STREET, NIDDRIE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,NIDDRIE,1,Small
"15 YARDLEY STREET, MAIDSTONE",MARIBYRNONG,UNIT,General Residential Zone,small_area,MAIDSTONE,1,Small
"15 YARRA STREET, RICHMOND",YARRA,UNIT,Commercial 2 Zone,small_area,RICHMOND,1,Small
"150 ASCOT VALE ROAD, FLEMINGTON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,FLEMINGTON,1,Small
"14 NAIRN STREET, ASHBURTON",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,ASHBURTON,1,Small
"150 BELMORE ROAD, BALWYN",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,BALWYN,1,Small
"150 BEVERLEY STREET, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,1,Small
"150 CORRIGAN ROAD, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,1,Small
"150 CUMBERLAND ROAD, PASCOE VALE",MERRI-BEK,UNIT,General Residential Zone,small_area,PASCOE VALE,1,Small
"150 DAVID STREET, DANDENONG",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG,1,Small
"150 DAWSON STREET, BRUNSWICK WEST",MERRI-BEK,HOUSE,Neighbourhood Residential Zone,small_area,BRUNSWICK WEST,1,Small
"14 MARKET LANE, MOONEE PONDS",MOONEE VALLEY,UNIT,Activity Centre Zone,large_area,MOONEE PONDS,1,Small
"1520 HIGH STREET, GLEN IRIS",STONNINGTON,UNIT,General Residential Zone,small_area,GLEN IRIS,1,Small
"15 TOWER COURT, ARMADALE",STONNINGTON,UNIT,General Residential Zone,small_area,ARMADALE,1,Small
"14 KINGSLEY STREET, CAMBERWELL",BOROONDARA,HOUSE,Neighbourhood Residential Zone,small_area,CAMBERWELL,1,Small
"155 COOPER STREET, ESSENDON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON,1,Small
"155 CORRIGAN ROAD, NOBLE PARK",GREATER DANDENONG,UNIT,Residential Growth Zone,small_area,NOBLE PARK,1,Small
"155 DOMAIN ROAD, SOUTH YARRA",MELBOURNE,UNIT,Commercial 1 Zone,small_area,SOUTH YARRA,1,Small
"155 LEICESTER STREET, FITZROY",YARRA,UNIT,Neighbourhood Residential Zone,small_area,FITZROY,1,Small
"156 ASHLEY STREET, MAIDSTONE",MARIBYRNONG,UNIT,General Residential Zone,small_area,MAIDSTONE,1,Small
"14 LA SCALA AVENUE, MARIBYRNONG",MARIBYRNONG,UNIT,Comprehensive Development Zone,large_area,MARIBYRNONG,1,Small
"156 BUCKLEY STREET, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,1,Small
"156 LEBANON STREET, STRATHMORE",MOONEE VALLEY,UNIT,General Residential Zone,small_area,STRATHMORE,1,Small
"14 KITCHEN ROAD, PORT MELBOURNE",PORT PHILLIP,HOUSE,Capital City Zone,small_area,PORT MELBOURNE,1,Small
"14 KIPLING STREET, ST KILDA",PORT PHILLIP,UNIT,General Residential Zone,small_area,ST KILDA,1,Small
"157 BAY STREET, PORT MELBOURNE",PORT PHILLIP,UNIT,Commercial 1 Zone,small_area,PORT MELBOURNE,1,Small
"14 KIAMA STREET, GLENROY",MERRI-BEK,UNIT,General Residential Zone,small_area,GLENROY,1,Small
"1521 HEATHERTON ROAD, DANDENONG NORTH",GREATER DANDENONG,HOUSE,General Residential Zone,small_area,DANDENONG NORTH,1,Small
"157 CHARLES STREET, SEDDON",MARIBYRNONG,UNIT,General Residential Zone,small_area,SEDDON,1,Small
"14 KERR CRESCENT, CAMBERWELL",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,CAMBERWELL,1,Small
"157 FARADAY STREET, CARLTON",MELBOURNE,UNIT,General Residential Zone,small_area,CARLTON,1,Small
"14 KENNETH STREET, BRAYBROOK",MARIBYRNONG,UNIT,General Residential Zone,small_area,BRAYBROOK,1,Small
"157 GEORGE STREET, DONCASTER",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER,1,Small
"157 GLADSTONE ROAD, DANDENONG NORTH",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG NORTH,1,Small
"14 KENNEALY STREET, SURREY HILLS",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,SURREY HILLS,1,Small
"157 MILLER STREET, FITZROY NORTH",YARRA,UNIT,Neighbourhood Residential Zone,small_area,FITZROY NORTH,1,Small
"157 NEWRY STREET, CARLTON NORTH",YARRA,UNIT,General Residential Zone,medium_area,CARLTON NORTH,1,Small
"14 KANOOKA DRIVE, MAIDSTONE",MARIBYRNONG,UNIT,General Residential Zone,small_area,MAIDSTONE,1,Small
"157 VICTORIA STREET, FLEMINGTON",MOONEE VALLEY,HOUSE,General Residential Zone,small_area,FLEMINGTON,1,Small
"155 BULLEEN ROAD, BALWYN NORTH",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,BALWYN NORTH,1,Small
"14 LEVEN AVENUE, DOCKLANDS",MELBOURNE,UNIT,Docklands Zone,small_area,DOCKLANDS,1,Small
"14 LEX GROVE, OAK PARK",MERRI-BEK,UNIT,General Residential Zone,small_area,OAK PARK,1,Small
"155 ALBERT STREET, PORT MELBOURNE",PORT PHILLIP,HOUSE,Neighbourhood Residential Zone,small_area,PORT MELBOURNE,1,Small
"14 MANNA GUM COURT, COBURG",MERRI-BEK,UNIT,General Residential Zone,large_area,COBURG,1,Small
"14 MANGAN STREET, BALWYN",BOROONDARA,HOUSE,General Residential Zone,small_area,BALWYN,1,Small
"14 MAGNOLIA PATH, MAIDSTONE",MARIBYRNONG,UNIT,General Residential Zone,large_area,MAIDSTONE,1,Small
"153 ALBERT STREET, WINDSOR",STONNINGTON,UNIT,General Residential Zone,small_area,WINDSOR,1,Small
"153 BUCKLEY STREET, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,1,Small
"153 CORRIGAN ROAD, NOBLE PARK",GREATER DANDENONG,UNIT,Residential Growth Zone,small_area,NOBLE PARK,1,Small
"153 COTHAM ROAD, KEW",BOROONDARA,UNIT,Neighbourhood Residential Zone,medium_area,KEW,1,Small
"153 ESSEX STREET, PASCOE VALE",MERRI-BEK,UNIT,General Residential Zone,small_area,PASCOE VALE,1,Small
"153 FARADAY STREET, CARLTON",MELBOURNE,UNIT,General Residential Zone,small_area,CARLTON,1,Small
"14 LYNCH ROAD, FAWKNER",MERRI-BEK,HOUSE,Neighbourhood Residential Zone,small_area,FAWKNER,1,Small
"153 RIVERSDALE ROAD, HAWTHORN",BOROONDARA,HOUSE,Residential Growth Zone,small_area,HAWTHORN,1,Small
"153 STUD ROAD, DANDENONG",GREATER DANDENONG,HOUSE,General Residential Zone,small_area,DANDENONG,1,Small
"14 LUCERNE STREET, ASHBURTON",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,ASHBURTON,1,Small
"153 WILTSHIRE DRIVE, KEW",BOROONDARA,UNIT,General Residential Zone,large_area,KEW,1,Small
"14 LOVELY STREET, FAWKNER",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,FAWKNER,1,Small
"154 BUCKLEY STREET, NOBLE PARK",GREATER DANDENONG,UNIT,General Residential Zone,small_area,NOBLE PARK,1,Small
"154 GIPPS STREET, ABBOTSFORD",YARRA,UNIT,General Residential Zone,small_area,ABBOTSFORD,1,Small
"154 GOWANBRAE DRIVE, GOWANBRAE",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,GOWANBRAE,1,Small
"154 HILTON STREET, GLENROY",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,GLENROY,1,Small
"154 INGLES STREET, PORT MELBOURNE",PORT PHILLIP,UNIT,Capital City Zone,small_area,PORT MELBOURNE,1,Small
"154 KENEALLY STREET, DANDENONG",GREATER DANDENONG,UNIT,Comprehensive Development Zone,small_area,DANDENONG,1,Small
"14 LILY STREET, BRAYBROOK",MARIBYRNONG,UNIT,General Residential Zone,small_area,BRAYBROOK,1,Small
"154 REYNARD STREET, COBURG",MERRI-BEK,HOUSE,Neighbourhood Residential Zone,small_area,COBURG,1,Small
"15 TURNSTONE STREET, DONCASTER EAST",MANNINGHAM,UNIT,General Residential Zone,small_area,DONCASTER EAST,1,Small
"15 THE AVENUE, WINDSOR",STONNINGTON,UNIT,General Residential Zone,small_area,WINDSOR,1,Small
"14 PIN OAK COURT, CANTERBURY",BOROONDARA,HOUSE,Neighbourhood Residential Zone,large_area,CANTERBURY,1,Small
"15 MARSHALL AVENUE, KEW",BOROONDARA,UNIT,Neighbourhood Residential Zone,small_area,KEW,1,Small
"15 LOTHIAN STREET, NORTH MELBOURNE",MELBOURNE,UNIT,Mixed Use Zone,small_area,NORTH MELBOURNE,1,Small
"15 LUCERNE STREET, ASHBURTON",BOROONDARA,HOUSE,Neighbourhood Residential Zone,small_area,ASHBURTON,1,Small
"15 LYNDHURST STREET, RICHMOND",YARRA,UNIT,General Residential Zone,small_area,RICHMOND,1,Small
"15 LYSTERVILLE AVENUE, MALVERN",STONNINGTON,HOUSE,General Residential Zone,small_area,MALVERN,1,Small
"15 MACARTHUR PLACE SOUTH, CARLTON",MELBOURNE,UNIT,General Residential Zone,small_area,CARLTON,1,Small
"15 MACEDON COURT, TEMPLESTOWE LOWER",MANNINGHAM,UNIT,General Residential Zone,small_area,TEMPLESTOWE LOWER,1,Small
"15 MACROBERTSONS CLOSE, FITZROY",YARRA,HOUSE,Mixed Use Zone,large_area,FITZROY,1,Small
"15 MANNA GUM COURT, COBURG",MERRI-BEK,UNIT,General Residential Zone,large_area,COBURG,1,Small
"15 MARCO POLO STREET, ESSENDON",MOONEE VALLEY,UNIT,General Residential Zone,small_area,ESSENDON,1,Small
"15 MARGARET STREET, OAK PARK",MERRI-BEK,UNIT,Neighbourhood Residential Zone,small_area,OAK PARK,1,Small
"15 MARLENE COURT, SPRINGVALE",GREATER DANDENONG,UNIT,General Residential Zone,small_area,SPRINGVALE,1,Small
"15 MAUDE AVENUE, GLENROY",MERRI-BEK,UNIT,General Residential Zone,small_area,GLENROY,1,Small
"15 NORFOLK PLACE, MALVERN",STONNINGTON,HOUSE,General Residential Zone,small_area,MALVERN,1,Small
"15 MAVIS STREET, FOOTSCRAY",MARIBYRNONG,UNIT,General Residential Zone,small_area,FOOTSCRAY,1,Small
"15 MEADOW GROVE, DEEPDENE",BOROONDARA,HOUSE,Neighbourhood Residential Zone,small_area,DEEPDENE,1,Small
"15 MELL STREET, TOORAK",STONNINGTON,UNIT,Neighbourhood Residential Zone,small_area,TOORAK,1,Small
"15 MENZIES AVENUE, DANDENONG NORTH",GREATER DANDENONG,UNIT,General Residential Zone,small_area,DANDENONG NORTH,1,Small
"15 MIDDLE ROAD, MARIBYRNONG",MARIBYRNONG,UNIT,General Residential Zone,small_area,MARIBYRNONG,1,Small
